Date,Day,Video #,Videolink,Video Length,Timestamp,Timelink,Tag,Action,Attempt,Level,Result Level,Coins,Coins Balance,Spring,Spring Balance,Vacuum,Vacuum Balance,Fan,Fan Balance,Icegun,Icegun Balance,Firework,Firework Balance,Hourglass,Hourglass Balance,Coins in $,Boosters in $,Coins in $ + Boosters in $
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:32:01,0:32:01,Level,Start,,78,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:34:44,0:34:44,Level,Finish,83,78,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:34:57,0:34:57,Level,Start,,79,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:37:14,0:37:14,Level,Finish,84,79,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:37:23,0:37:23,Event,Reward,,,,200,751,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:37:30,0:37:30,Menu,Level Chest,,79,,10,761,1,9,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:37:49,0:37:49,Level,Start,,80,,,761,,9,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:40:51,0:40:51,Level,Use,,80,,,761,,9,-1,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:40:56,0:40:56,Level,Finish,85,80,Win,,761,,9,,2,,7,,8,,6,,4,15.14,43.71,58.85
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:41:11,0:41:11,Level,Start,,81,,,761,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:43:59,0:43:59,Level,Play On,,81,,-100,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:44:21,0:44:21,Level,Finish,86,81,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:44:33,0:44:33,Level,Start,,82,,,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:46:09,0:46:09,Level,Finish,87,82,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:46:22,0:46:22,Level,Start,,83,,,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:48:49,0:48:49,Level,Finish,88,83,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:49:06,0:49:06,Level,Start,,84,,,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:50:54,0:50:54,Level,Finish,89,84,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:51:06,0:51:06,Level,Start,,85,,,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:52:26,0:52:26,Level,Finish,90,85,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:52:37,0:52:37,Level,Start,,86,,,661,,9,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:53:44,0:53:44,Level,Finish,91,86,Win,,661,,9,,2,,7,,8,,6,,4,13.15,43.71,56.86
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:53:54,0:53:54,Menu,Star Chest,,86,,10,671,1,10,,2,,7,,8,1,7,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:54:00,0:54:00,Level,Start,,87,,,671,,10,,2,,7,,8,,7,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:56:02,0:56:02,Level,Finish,92,87,Win,,671,,10,,2,,7,,8,,7,,4,13.35,45.30,58.66
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:56:14,0:56:14,Level,Start,,88,,,671,,10,,2,,7,,8,,7,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:57:59,0:57:59,Level,Finish,93,88,Win,,671,,10,,2,,7,,8,,7,,4,13.35,45.30,58.66
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:58:12,0:58:12,Level,Start,,89,,,671,,10,,2,,7,,8,,7,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,1:00:04,1:00:04,Level,Finish,94,89,Win,,671,,10,,2,,7,,8,,7,,4,13.35,45.30,58.66
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,1:00:13,1:00:13,Menu,Level Chest,,89,,10,681,,10,1,3,,7,,8,,7,,4,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:00:01,0:00:01,Loading,Start,,,,,681,,10,,3,,7,,8,,7,,4,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:00:21,0:00:21,Event,Reward,,,,200,881,1,11,1,4,1,8,1,9,3,10,3,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:00:37,0:00:37,Team,Help,,,,3,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:00:55,0:00:55,Level,Start,,90,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:03:55,0:03:55,Level,Finish,95,90,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:04:11,0:04:11,Level,Start,,91,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:06:07,0:06:07,Level,Finish,96,91,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:06:40,0:06:40,Level,Start,,92,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:09:08,0:09:08,Level,Finish,97,92,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:09:36,0:09:36,Level,Start,,93,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:11:12,0:11:12,Level,Finish,98,93,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:11:26,0:11:26,Level,Start,,94,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:12:39,0:12:39,Level,Finish,99,94,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:12:53,0:12:53,Level,Start,,95,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:14:29,0:14:29,Level,Finish,100,95,Win,,884,,11,,4,,8,,9,,10,,7,17.59,59.96,77.55
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:14:41,0:14:41,Event,Reward,,,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:14:44,0:14:44,Level,Start,,96,,,884,,11,,4,,8,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:16:23,0:16:23,Level,Use,,96,,,884,,11,,4,-1,7,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:18:10,0:18:10,Level,Finish,101,96,Win,,884,,11,,4,,7,,9,,10,,7,17.59,58.70,76.29
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:18:24,0:18:24,Level,Start,,97,,,884,,11,,4,,7,,9,,10,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:20:04,0:20:04,Level,Finish,102,97,Win,,884,,11,,4,,7,,9,,10,,7,17.59,58.70,76.29
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:20:20,0:20:20,Menu,Star Chest,,97,,30,914,,11,,4,,7,1,10,1,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:20:32,0:20:32,Level,Start,,98,,,914,,11,,4,,7,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:22:09,0:22:09,Level,Finish,103,98,Win,,914,,11,,4,,7,,10,,11,,7,18.19,61.09,79.28
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:22:24,0:22:24,Level,Start,,99,,,914,,11,,4,,7,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:24:55,0:24:55,Level,Finish,104,99,Win,,914,,11,,4,,7,,10,,11,,7,18.19,61.09,79.28
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:25:07,0:25:07,Menu,Level Chest,,99,,10,924,,11,,4,1,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:25:15,0:25:15,Team,Help,,,,1,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:25:19,0:25:19,Level,Start,,100,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:27:04,0:27:04,Level,Finish,105,100,Win,,925,,11,,4,,8,,10,,11,,7,18.41,62.35,80.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:27:18,0:27:18,Level,Start,,101,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:29:19,0:29:19,Level,Finish,106,101,Win,,925,,11,,4,,8,,10,,11,,7,18.41,62.35,80.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:29:33,0:29:33,Level,Start,,102,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:32:05,0:32:05,Level,Finish,107,102,Win,,925,,11,,4,,8,,10,,11,,7,18.41,62.35,80.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:32:29,0:32:29,Level,Start,,103,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:34:45,0:34:45,Level,Finish,108,103,Win,,925,,11,,4,,8,,10,,11,,7,18.41,62.35,80.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:35:01,0:35:01,Level,Start,,104,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:36:43,0:36:43,Level,Finish,109,104,Win,,925,,11,,4,,8,,10,,11,,7,18.41,62.35,80.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:36:57,0:36:57,Level,Start,,105,,,925,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:39:32,0:39:32,Level,Play On,,105,,-100,825,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:39:37,0:39:37,Level,Finish,110,105,Win,,825,,11,,4,,8,,10,,11,,7,16.42,62.35,78.77
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:39:51,0:39:51,Level,Start,,106,,,825,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:41:35,0:41:35,Level,Finish,111,106,Win,,825,,11,,4,,8,,10,,11,,7,16.42,62.35,78.77
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:41:49,0:41:49,Level,Start,,107,,,825,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:43:16,0:43:16,Level,Finish,112,107,Win,,825,,11,,4,,8,,10,,11,,7,16.42,62.35,78.77
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:43:27,0:43:27,Event,Reward,,,,50,875,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:43:47,0:43:47,Level,Start,,108,,,875,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:45:30,0:45:30,Level,Finish,113,108,Win,,875,,11,,4,,8,,10,,11,,7,17.41,62.35,79.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:45:45,0:45:45,Level,Start,,109,,,875,,11,,4,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:48:19,0:48:19,Level,Finish,114,109,Win,,875,,11,,4,,8,,10,,11,,7,17.41,62.35,79.76
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:48:31,0:48:31,Menu,Level Chest,,109,,30,905,,11,1,5,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:48:37,0:48:37,Level,Start,,110,,,905,,11,,5,,8,,10,,11,,7,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:50:46,0:50:46,Level,Finish,115,110,Win,,905,,11,,5,,8,,10,,11,,7,18.01,64.28,82.28
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:50:58,0:50:58,Menu,Star Chest,,110,,20,925,,11,1,6,,8,,10,,11,1,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:51:06,0:51:06,Level,Start,,111,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:53:22,0:53:22,Level,Finish,116,111,Win,,925,,11,,6,,8,,10,,11,,8,18.41,67.79,86.20
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:53:36,0:53:36,Level,Start,,112,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:55:35,0:55:35,Level,Finish,117,112,Win,,925,,11,,6,,8,,10,,11,,8,18.41,67.79,86.20
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:55:49,0:55:49,Level,Start,,113,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:57:48,0:57:48,Level,Finish,118,113,Win,,925,,11,,6,,8,,10,,11,,8,18.41,67.79,86.20
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,0:58:04,0:58:04,Level,Start,,114,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:00:06,1:00:06,Level,Finish,119,114,Win,,925,,11,,6,,8,,10,,11,,8,18.41,67.79,86.20
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:00:21,1:00:21,Level,Start,,115,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:03:11,1:03:11,Level,Finish,120,115,Win,,925,,11,,6,,8,,10,,11,,8,18.41,67.79,86.20
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:03:25,1:03:25,Level,Start,,116,,,925,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:06:13,1:06:13,Level,Play On,,116,,-100,825,,11,,6,,8,,10,,11,,8,,,
02/15/24,2,4,https://youtu.be/lnNn8kMrOI0?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:06:59,1:06:25,1:06:25,Level,Finish,121,116,Win,,825,,11,,6,,8,,10,,11,,8,16.42,67.79,84.21
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:00:01,0:00:01,Loading,Start,,,,,825,,11,,6,,8,,10,,11,,8,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:00:20,0:00:20,Menu,Daily,,,,,825,,11,,6,,8,,10,,11,1,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:00:38,0:00:38,Team,Help,,,,1,826,,11,,6,,8,,10,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:01:09,0:01:09,Level,Start,,117,,,826,,11,,6,,8,,10,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:03:18,0:03:18,Level,Finish,122,117,Win,,826,,11,,6,,8,,10,,11,,9,16.44,69.38,85.82
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:03:35,0:03:35,Level,Start,,118,,,826,,11,,6,,8,,10,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:06:22,0:06:22,Level,Play On,,118,,-100,726,,11,,6,,8,,10,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:06:49,0:06:49,Level,Finish,123,118,Win,,726,,11,,6,,8,,10,,11,,9,14.45,69.38,83.83
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:07:06,0:07:06,Level,Start,,119,,,726,,11,,6,,8,,10,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:09:11,0:09:11,Level,Finish,124,119,Win,,726,,11,,6,,8,,10,,11,,9,14.45,69.38,83.83
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:09:23,0:09:23,Menu,Level Chest,,119,,20,746,,11,,6,,8,1,11,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:09:29,0:09:29,Level,Start,,120,,,746,,11,,6,,8,,11,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:11:45,0:11:45,Level,Finish,124,120,Win,,746,,11,,6,,8,,11,,11,,9,14.85,70.98,85.82
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:11:59,0:11:59,Level,Start,,121,,,746,,11,,6,,8,,11,,11,,9,,,
02/16/24,3,5,https://youtu.be/oagUqNYbJNI?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:04:04,0:14:13,0:14:13,Level,Finish,126,121,Win,,746,,11,,6,,8,,11,,11,,9,14.85,70.98,85.82
